Rarity,Name,Description
Epic,"Deadly Leap","Heroic Leap now deals 25% increased damage. If Heroic Leap kills an enemy the cooldown is reset."
Epic,"Death or Glory","Last Stand now dispels all harmful magic effects on you and boosts your melee attack power, speed, and movement by 10% for 10 seconds."
Epic,"Death's Due","Teaches you: Death's Due    Death's Due 30 yd range 1.5 min cooldown 30 Rage 1 sec cast This spell belongs to Necromancer    Force a target to accept the reality of death, removing any invulnerability or immunity effects from them and cursing them for 5 sec.    If the target's health is below 20% at the end of the duration, they take 802 Shadowfrost damage."
Epic,"Deathball","Teaches you: Deathball    Deathball 2 min cooldown 16 Mana This spell belongs to Tinker    Launch 3 Deathballs in a line, increasing in speed the further they travel.    They explode when they come into contact with an enemy, dealing 487 Fire damage to nearby enemies, increased based on distance traveled."
Epic,"Debilitating Roar","The cooldown of your Challenging Roar and Challenging Shout is reduced by 12 sec and their duration is increased by 1 sec.    Your Challenging Roar and Challenging Shout also reduce affected enemies' damage done by 15%."
Epic,"Decimation by Pyro","Your Decimation also increases the damage of your Pyroblast and Meteor by 25%."
Epic,"Defense of Thundarian","Dealing damage with Windfury now grants you Cloaked in Wind.    Cloaked in Wind Reduces your magic damage taken by 2% and increases your armor by 3%. Lasts 6 sec. Stacks up to 2 times."
Epic,"Defiance","Teaches you: Defiance    Defiance 3 min cooldown This spell belongs to Barbarian    Attempt to defy death, reducing all damage taken by 10% to 40% based on your current missing health for 10 sec."
Epic,"Defias Gunslinger","Requires  Duelist's Glove  A Duelist's Glove is an off-hand item that enables Swashbuckling. It is granted whenever you learn a talent or ability that requires it.    Sinister Strike now grants you Gunslinger's Strike.    Gunslinger's Strike Increases the damage of your next Raptor Strike by 50%. Lasts 12 sec.    Damage increased by 30% against players."
Epic,"Defias Tactics","Using Sinister Strike and Multi-Shot now reduce the active cooldown of your Raptor Strike and Mongoose Bite by 2 second."
Epic,"Demolisher","Your Mortal Strike now applies Demolish.    Demolish Increases your physical damage dealt to the target by 2%. Your melee critical strikes add an additional stack. Upon reaching 6 stacks your next melee critical strike consumes them. Lasts 10 sec."
Epic,"Demonic Influence","While in Metamorphosis your Summoned Demon, Demon and Wild Imps gain Demonic Influence.      Demonic Influence Damage increased by 30% and regenerates 500 mana every 5 seconds. Benefits Wild Imps."
Epic,"Demonic Persistence","Your Wild Imps from Hand of Gul'dan are now overcharged with Fel energy, causing them to deteriorate over time. This causes your Incinerate and Mind Blast to trigger Demonic Persistence.    Demonic Persistence Sacrifices the lowest-health Wild Imp, dealing 140 to 180 Fire damage to targets within 8 yards. Increases the damage of your active Demon by 20% and your Wild Imps by 20%, stacking up to 4 times. For each demon detonated, your Wild Imps last 1 additional second per stack of Demonic Persistence.  Requires a Demon"
Epic,"Demonic Reoccurence","Reduces the cooldown of Metamorphosis by 50%. Metamorphosis grants 90% less bonus armor and no longer reduces your chance to be critically hit or the duration of stuns and snares.  Reduces the bonus damage by 10% against players."
Epic,"Demonic Synergy","Critically striking with a direct damage spell increases your Wild Imps and Summoned Demon's critical chance by 30%. This effect is consumed on your pet's next critical hit."
Epic,"Deranged Druid","Your offensive Druid spell casts & Feral abilities have a 15% chance to cast an additional random Druid spell for free."
Epic,"Destabilize Time","Teaches you: Destabilize Time    Destabilize Time 35 yd range 17 Mana This spell belongs to Chronomancer    Reduces enemy casting speed by 10% for 20 sec, increasing by 10% every time they cast.    Gaining stacks does not extend the duration of the spell."
Epic,"Deter and Punish","Your Deterrence also reflects spells and retaliates against attacks."
Epic,"Devil's Claws","You now gain 7 seconds of Devil's Claws when casting Searing Pain or Cat-a-clysm and 15 seconds when casting Berserk.    Devil's Claws Claw, Shred, Ravage and Mangle deal additional Fire damage, cost 15 less energy, and restore 7% of your mana."
Epic,"Devouring","Applying Warlock and Death Knight damage over time effects refreshes your Devouring Plague's duration on the target."
Epic,"Direct Command","Increases the damage of your Seal of Command by 20% but it now only hits 1 additional target."
Epic,"Disciple of the Tides","Direct Nature critical heals now grant you Disciple of the Tides.    Disciple of the Tides Increases the damage or healing of your next Penance by 15%.     Stacks up to 5 times and lasts 20 sec."
Epic,"Divine Charge","Teaches you: Divine Charge    Divine Charge 3 min cooldown This spell belongs to Templar    You and your party members leap upon a divine steed, increasing their movement speed by 100% and causing them to trample nearby enemies for 66 Holy damage every 0.50 sec for 6 sec.    While active, casting does not dismount you or your allies. Can only be used outdoors."
Epic,"Divine Circle","Your Flash Heal and Greater Heal now grant you Empowered Circle of Healing    Empowered Circle of Healing Increases the effect of your next Circle of Healing by 15%. Stacks up to 3 times and lasts 10 sec."
Epic,"Divine Concord","The Art of War now makes Arcane Blast instant.    When Arcane Blast consumes The Art of War, it grants one additional Arcane Blast stack. While Harnessed Energy is active, it grants one additional Harnessed Energy charge instead."
Epic,"Divine Ferocity","Mongoose Bite and Counterattack increase the damage of your next Divine Storm by 50%. Stacks up to 5 times."
Epic,"Divine Guidance","Dealing damage with Penance now grants you Divine Guidance.    Divine Guidance Your next healing Penance deals 25% increased healing and causes each bolt to radiate outward, healing 5 nearby allies for 5 and reducing the cooldown of Penance by 1 second."
Epic,"Divine Judgement","Healing with Penance now grants you Divine Judgement.    Divine Judgement Your next damaging Penance deals 75% increased damage and causes each bolt to explode, dealing 9 additional Holy damage to 5 nearby enemies and reducing the cooldown of Penance by 1 second.    Penance deals 35% increased damage against players."
Epic,"Divine Prophet","Dealing damage with Arcane Blast, Arcane Missiles and Arcane Barrage now grant you Divine Wrath.    Divine Wrath Increases the damage of your next Smite or Holy Fire by 25%. Stacks up to 3 times and lasts 10 sec."
Epic,"Divine Reset","Direct damaging Holy spells and abilities have a 15% chance to reset the cooldown of Divine Storm."
Epic,"Dominant Word: Shield","Your Power Word: Shield now absorbs for an additional 50% when cast on allies below 75% health.    Damaging casts of Smite, Holy Fire, and Penance now grant a stack of Dominant Shield.    Dominant Shield stacks can only be obtained from Penance every 2 seconds.    Dominant Shield Increases the amount absorbed by your next Power Word: Shield by 15%, but reduces its duration by 1 sec. Stacks up to 10 times. Lasts 10 sec."
Epic,"Doomhammer's Fury","Casting Lava Lash now grants you Doomhammer's Fury.    Doomhammer's Fury Your Pyroblast and Lava Burst now restore mana, generate a stack of Maelstrom Weapon, and deal 13% increased direct damage. Lasts for 8 sec."
Epic,"Double Down","Your Sinister Strike and its Classless transforms, including Eclipse Strike, also strike with your off-hand weapon, but no longer generate combo points."
Epic,"Double Team","Your finishing moves have a 20% chance per combo point to grant you Double Team.      Double Team Increases your Tamed Beast's special attack damage by 80% against monsters or 40 to 39% against players. Stacks up to 2 times and lasts 12 sec."
Epic,"Down For The Count","Your Killing Spree hits cause an additional strike for 15% of the damage dealt when attacking a bleeding or poisoned enemy."
Epic,"Draconic Aspect","Teaches you: Draconic Aspect    Draconic Aspect 3 min cooldown 3 sec cast This spell belongs to Pyromancer    Assume a draconic aspect for 30 sec, changing your appearance and increasing spell power by 30% of your Intellect."
Epic,"Draconic Might","Casting Charge, Intercept, Feral Charge, and Dragon Roar now grants you Draconic Might.    Draconic Might Increases melee and ranged critical strike chance and haste by 5%. Lasts 10 sec."
Epic,"Draconic Slam","Dealing damage with Bloodthirst and Execute grants you Draconic Slam.    Draconic Slam Your next Slam is instant and deals 50% increased damage. Lasts 10 sec."
Epic,"Dragon Warrior","Casting Slam now grants you Dragon Fury.     Dragon Fury Reduces the cooldown of your next Dragon Roar by 5 seconds and increases its damage done by 20%. Stacks up to 3 times.    At max stacks, Dragon Roar stuns enemies for 2 seconds."
Epic,"Dreadnaught","Dealing damage with Overpower, Slam and Rune Strike now unleashes a wave of force in front of you dealing 9 Physical damage to 6 targets in front of you.    This effect can only occur once every 4 sec."
Epic,"Druidic Storm","While Nature's Grace is active, the damage of Chain Lightning, Lightning Bolt and Earth Shock is increased by 35%. Nature's Grace lasts 2 seconds longer."
Epic,"Dusk Till Dawn","Damaging spells with a cast time grant you Dusk Till Dawn.    Dusk Till Dawn Increases the damage of your next Shadowburn by 10%. Stacks up to 5 times and lasts 15 sec.    When used at 5 stacks, Shadowburn will hit 5 additional targets."
Epic,"Earth's Blessing","Direct healing an ally affected by your Earth Shield restores two Earth Shield charges and grants them Earth's Blessing.    Earth's Blessing Increases your chance to critically heal the target by 3%. Stacks up to 3 times and lasts 10 sec."
Epic,"Earth's Embrace","Teaches you: Earth's Embrace    Earth's Embrace 5 min cooldown 26 Mana This spell belongs to Primalist    Encapsulate your body in amber, becoming immune to all Physical attacks and spells for 8 sec, and healing you for 300 every 2 sec, but making you unable to move or act.  Usable while stunned, feared, or polymorphed."
Epic,"Eccentric Elementalist","Your offensive Shaman spell casts have a 15% chance to cast an additional random Shaman spell for free."
Epic,"Eclipse Bomber","When you gain Eclipse (Solar) you also gain Solar Bomber, causing your Fireball and Pyroblast to grant you Lunar Flames.    When you gain Eclipse (Lunar) you also gain Lunar Bomber, causing your Starfire and Starsurge to grant you Solar Flames.      Lunar Flames Increases the damage of your Starfire and Starsurge by 12%. Stacks up to 5 times. Lasts 18 sec or until you gain Eclipse (Solar).    Solar Flames Increases the damage of Fireball and Pyroblast by 18%. Stacks up to 5 times. Lasts 18 sec or until you gain Eclipse (Lunar)."
Epic,"Electrical Discharge","Dealing damage with Mangle (Bear) has a 15% chance to deal 60% of its damage as Nature damage to nearby enemies."
Epic,"Elemental Anomaly","While Hot Streak and Fingers of Frost are both active, your next Pyroblast unleashes an Elemental Anomaly dealing 264 Frostfire damage."
Epic,"Elemental Assassin","Dealing damage with Ambush and Backstab now grant you Elemental Assassin.    Elemental Assassin Increases the direct damage of your next Shaman Shock by 100%. Stacks up to 2 times and lasts 8 sec.    Increases the damage of your next Shaman Shock by 80% versus players."
Epic,"Elemental Burst","Dealing damage with Elemental Blast now reduces the time between Searing Totem attacks by 50%. Lasts 5 seconds."
Epic,"Elemental Conviction","While Improved Judgements Capstone is active, your Lightning Bolt, Chain Lightning, Lava Burst, and Elemental Blast can trigger your active Seal of Righteousness or Vengeance."
